Original,Translation,she,he/she,he or she,he,,Original,she,he/she,he or she,he,% he
"As a software engineer, she estimates tasks/projects.","As a software engineer, he evaluates tasks/projects.",0,0,0,1,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he evaluates tasks/projects.",0,0,0,1,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he evaluates tasks/projects.",0,0,0,1,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he evaluates tasks/projects.",0,0,0,1,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he evaluates tasks/projects.",0,0,0,1,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he evaluates tasks/projects.",0,0,0,1,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he evaluates tasks/projects.",0,0,0,1,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he evaluates tasks/projects.",0,0,0,1,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he evaluates tasks/projects.",0,0,0,1,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he evaluates tasks/projects.",0,0,0,1,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he evaluates tasks/projects.",0,0,0,1,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she reviews tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he evaluates tasks/projects.",0,0,0,1,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he evaluates tasks/projects.",0,0,0,1,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he evaluates tasks/projects.",0,0,0,1,,,,,,,
"As a software engineer, she estimates tasks/projects.","As a software engineer, he/she evaluates tasks/projects.",0,1,0,0,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he/she fixes bugs.",0,1,0,0,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he corrects errors.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he/she fixes bugs.",0,1,0,0,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he corrects errors.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he/she fixes bugs.",0,1,0,0,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he corrects errors.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he/she fixes bugs.",0,1,0,0,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he corrects errors.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he/she corrects errors.",0,1,0,0,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he corrects bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he corrects errors.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he/she fixes bugs.",0,1,0,0,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he/she fixes bugs.",0,1,0,0,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he/she corrects errors.",0,1,0,0,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he corrects errors.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he corrects errors.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he corrects errors.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he/she fixes bugs.",0,1,0,0,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he corrects errors.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he/she fixes bugs.",0,1,0,0,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he or she fixes bugs.",0,0,1,0,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he/she corrects errors.",0,1,0,0,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he/she fixes bugs.",0,1,0,0,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he/she fixes bugs.",0,1,0,0,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he corrects errors.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he corrects errors.",0,0,0,1,,,,,,,
"As a software engineer, she fixes bugs.","As a software engineer, he fixes bugs.",0,0,0,1,,,,,,,
